Timestamp,Throttle,Roll,Pitch,Yaw,KillSwitch,Emergency,Ax_ms2,Ay_ms2,Az_ms2,Gx_dps,Gy_dps,Gz_dps
27956,131,0,0,0,131,0,-0.05748,0.02395,9.98244,-0.51145,-0.41221,-0.32061
28077,131,0,0,0,131,0,-0.03114,0.04551,9.95370,-0.72519,-0.17557,-0.25191
28197,131,0,0,0,131,0,-0.02635,0.01198,9.95131,-0.77863,-0.30534,-0.32824
28318,131,0,0,0,131,0,-0.03832,0.02874,9.96089,-0.70229,-0.29771,-0.27481
28438,131,0,0,0,131,0,-0.07185,0.07185,9.92975,-0.64885,-0.26718,-0.24427
28559,131,0,0,0,131,0,-0.03593,0.06946,9.96089,-0.79389,-0.31298,-0.12977
28679,131,0,0,0,131,0,-0.02395,0.01437,9.95849,-0.58779,-0.33588,-0.28244
28800,131,0,0,0,131,0,-0.05269,0.02395,9.98484,-0.59542,-0.40458,-0.32061
28920,131,0,0,0,131,0,-0.06227,0.03832,9.94891,-0.76336,-0.36641,-0.41985
29041,131,0,0,0,131,0,-0.02156,0.00719,9.98005,-0.67939,-0.36641,-0.43511
29161,131,0,0,0,131,0,-0.04551,0.03593,9.97765,-0.67176,-0.41221,-0.19847
29282,131,0,0,0,131,0,-0.04072,0.07185,9.95610,-0.63359,-0.35115,-0.23664
29403,131,0,0,0,131,0,-0.07664,0.04311,9.95610,-0.68702,-0.60305,-0.28244
29523,131,0,0,0,131,0,-0.02874,0.01916,9.94652,-0.67176,-0.41221,-0.38168
29644,131,0,0,0,131,0,-0.03832,0.04790,9.96089,-0.67176,-0.29771,-0.44275
29764,131,0,0,0,131,0,-0.03832,0.02874,9.98005,-0.74046,-0.42748,-0.45802
29885,131,0,0,0,131,0,-0.07904,0.03353,9.96807,-0.67176,-0.44275,-0.29008
30005,131,0,0,0,131,0,-0.04790,0.06227,9.94652,-0.67176,-0.32061,-0.32061
30126,131,0,0,0,131,0,-0.05748,0.01437,9.98005,-0.64122,-0.38931,-0.35115
30246,131,0,0,0,131,0,-0.02635,0.05030,9.96089,-0.77863,-0.22901,-0.32061
30367,131,0,0,0,131,0,-0.07425,0.05509,9.98244,-0.46565,-0.37405,-0.38931
30487,131,0,0,0,131,0,-0.04072,0.03593,9.95131,-0.68702,-0.45038,-0.55725
30608,131,0,0,0,131,0,-0.03832,0.06946,9.95849,-0.67176,-0.45038,-0.45802
30728,131,0,0,0,131,0,-0.12694,0.07904,9.99921,-0.57252,-0.27481,-0.39695
30849,131,0,0,0,131,0,-0.04311,0.02874,9.96568,-0.73282,-0.49618,-0.61832
30970,131,0,0,0,131,0,0.00240,0.02395,9.96568,-0.74809,-0.21374,-0.41221
31090,131,0,0,0,131,0,-0.10059,0.01677,9.93933,-0.59542,-0.27481,-0.27481
31211,131,0,0,0,131,0,-0.06227,0.04551,9.96089,-0.70992,-0.38931,-0.58015
31331,131,0,0,0,131,0,0.03593,0.06706,9.93215,-0.61832,-0.42748,-0.35878
31452,131,0,0,0,131,0,-0.05988,0.04072,9.96089,-0.74046,-0.42748,-0.26718
31572,131,0,0,0,131,0,-0.06706,0.03593,9.96328,-0.67939,-0.35115,-0.48092
31693,131,0,0,0,131,0,-0.01198,0.03593,9.97286,-0.67939,-0.19847,-0.38168
31813,131,0,0,0,131,0,-0.07904,0.04551,9.97765,-0.73282,-0.42748,-0.22137
31934,131,0,0,0,131,0,-0.08622,0.02635,9.94412,-0.69466,-0.37405,-0.34351
32054,131,0,0,0,131,0,0.00958,0.04072,9.96089,-0.68702,-0.41985,-0.38931
32175,131,0,0,0,131,0,-0.06467,0.05509,9.96089,-0.75573,-0.30534,-0.21374
32296,131,0,0,0,131,0,-0.06706,0.02874,9.98005,-0.58015,-0.20611,-0.45038
32416,131,0,0,0,131,0,-0.02156,0.03353,9.94891,-0.77863,-0.30534,-0.26718
32537,131,0,0,0,131,0,-0.00719,0.05988,9.95610,-0.60305,-0.39695,-0.29008
32657,131,0,0,0,131,0,-0.08862,0.02874,9.96328,-0.67939,-0.42748,-0.15267
32778,131,0,0,0,131,0,-0.04790,0.02874,9.94891,-0.70992,-0.30534,-0.37405
32898,131,0,0,0,131,0,-0.02635,0.01916,9.97047,-0.75573,-0.29771,-0.24427
33019,131,0,0,0,131,0,-0.04790,0.01198,9.95849,-0.73282,-0.36641,-0.23664
33139,131,0,0,0,131,0,-0.02874,0.05748,9.97286,-0.65649,-0.40458,-0.19084
33260,131,0,0,0,131,0,-0.06946,0.01677,9.95610,-0.78626,-0.25191,-0.25954
33380,131,0,0,0,131,0,-0.05269,0.05269,9.97286,-0.74809,-0.48855,-0.25954
33501,131,0,0,0,131,0,-0.04072,0.03593,9.94891,-0.77099,-0.33588,-0.35878
33621,131,0,0,0,131,0,-0.04072,0.02874,9.97047,-0.75573,-0.34351,-0.33588
33742,131,0,0,0,131,0,-0.08622,0.04072,9.98005,-0.74809,-0.16794,-0.38168
33863,131,0,0,0,131,0,-0.04311,0.04072,9.96807,-0.74046,-0.38931,-0.28244
33983,131,0,0,0,131,0,-0.04311,0.01677,9.94652,-0.87023,-0.32824,-0.32061
34104,131,0,0,0,131,0,-0.04072,0.05269,9.96328,-0.59542,-0.58015,-0.24427
34224,131,0,0,0,131,0,-0.04311,0.03593,9.94412,-0.60305,-0.46565,-0.41221
34345,131,0,0,0,131,0,-0.04072,0.04072,9.98723,-0.72519,-0.46565,-0.23664
34465,131,0,0,0,131,0,-0.05748,0.02395,9.97286,-0.72519,-0.38168,-0.32824
34586,131,0,0,0,131,0,-0.02874,0.00958,9.97765,-0.70992,-0.38931,-0.28244
34706,131,0,0,0,131,0,-0.02635,0.03832,9.96089,-0.61069,-0.29771,-0.23664
34827,131,0,0,0,131,0,-0.09820,0.03114,9.97047,-0.67939,-0.35115,-0.44275
34947,131,0,0,0,131,0,-0.01437,0.02874,9.95849,-0.61069,-0.40458,-0.40458
35068,131,0,0,0,131,0,0.00479,0.03593,9.96089,-0.70229,-0.32061,-0.41985
35188,131,0,0,0,131,0,-0.04790,0.00000,9.94652,-0.64122,-0.33588,-0.37405
35309,131,0,0,0,131,0,-0.01677,0.03832,9.95610,-0.68702,-0.40458,-0.34351
35430,131,0,0,0,131,0,-0.02395,0.04551,9.98723,-0.62595,-0.38931,-0.36641
35550,131,0,0,0,131,0,-0.06706,0.04072,9.97526,-0.77099,-0.46565,-0.43511
35671,131,0,0,0,131,0,-0.05988,0.03353,9.95849,-0.70229,-0.26718,-0.24427
35791,131,0,0,0,131,0,-0.04072,0.02395,9.95849,-0.70992,-0.29008,-0.35878
35912,131,0,0,0,131,0,-0.09341,0.03593,9.95849,-0.69466,-0.30534,-0.27481
36032,131,0,0,0,131,0,-0.08862,0.04790,9.93454,-0.68702,-0.38168,-0.48855
36153,131,0,0,0,131,0,-0.02395,0.04072,9.97047,-0.68702,-0.30534,-0.32824
36273,131,0,0,0,131,0,-0.07425,0.03832,9.96328,-0.71756,-0.37405,-0.22137
36394,131,0,0,0,131,0,-0.02874,0.08143,9.97047,-0.67939,-0.37405,-0.63359
36514,131,0,0,0,131,0,0.03353,0.09341,9.96089,-0.67176,-0.25191,-0.32824
36635,131,0,0,0,131,0,-0.08143,0.12454,9.95610,-0.69466,-0.41221,-0.09924
36756,131,0,0,0,131,0,-0.16047,0.00000,9.95849,-0.73282,-0.51145,-0.25954
36876,131,0,0,0,131,0,-0.00719,0.00240,9.98005,-0.75573,-0.41985,-0.42748
36997,131,0,0,0,131,0,-0.02635,0.10059,9.97765,-0.64885,-0.40458,-0.10687
37117,131,0,0,0,131,0,-0.16286,0.11017,9.94652,-0.67939,-0.37405,-0.54962
37238,131,0,0,0,131,0,0.04311,0.01198,9.98005,-0.64885,-0.21374,-0.68702
37358,131,0,0,0,131,0,-0.08862,0.02635,9.95610,-0.61832,-0.31298,-0.37405
37479,131,0,0,0,131,0,-0.16047,-0.01677,9.97526,-0.56489,-0.38931,-0.76336
37599,131,0,0,0,131,0,0.07664,-0.05509,9.93215,-0.83206,-0.19084,-0.77863
37720,131,0,0,0,131,0,-0.08383,-0.03114,9.97047,-0.53435,-0.22901,-0.15267
37840,131,0,0,0,131,0,-0.11736,0.23232,9.96089,-0.68702,-0.34351,-0.16031
37961,131,0,0,0,131,0,-0.00240,0.18442,9.95370,-0.58779,-0.29008,-0.17557
38081,131,0,0,0,131,0,-0.03593,-0.06706,9.97286,-0.67939,-0.41221,0.01527
38202,131,0,0,0,131,0,-0.13412,-0.01916,9.93454,-0.67176,-0.41221,-0.48092
38323,131,0,0,0,131,0,-0.04311,0.19400,9.96568,-0.54198,-0.26718,-0.41985
38443,131,0,0,0,131,0,-0.01916,0.18442,9.96328,-0.76336,-0.37405,-0.40458
38564,131,0,0,0,131,0,-0.07425,0.00240,9.95849,-0.67939,-0.16794,-0.24427
38684,131,0,0,0,131,0,-0.06467,-0.01677,9.96568,-0.70229,-0.14504,-0.47328
38805,131,0,0,0,131,0,-0.05988,0.11257,9.96089,-0.66412,-0.35878,-0.43511
38925,131,0,0,0,131,0,-0.07425,0.11736,9.97286,-0.75573,-0.35115,-0.51908
39046,131,0,0,0,131,0,-0.07664,-0.03832,9.97526,-0.77099,-0.30534,-0.70229
39166,131,0,0,0,131,0,0.00000,-0.04790,9.94891,-0.64122,-0.29008,-0.60305
39287,131,0,0,0,131,0,-0.07185,0.03114,9.96568,-0.80153,-0.39695,-0.46565
39407,131,0,0,0,131,0,0.03114,0.07185,10.00639,-0.63359,-0.42748,-0.16031
39528,131,0,0,0,131,0,-0.14370,-0.02635,10.01837,-0.68702,-0.36641,-0.34351
39648,131,0,0,0,131,0,0.00000,-0.06706,9.96807,-0.86260,-0.35115,-0.45038
39769,131,0,0,0,131,0,0.01916,0.03114,9.99202,-0.75573,-0.29008,-0.35115
39890,131,0,0,0,131,0,-0.01677,0.07185,9.94173,-0.67176,-0.27481,-0.35115
40010,131,0,0,0,131,0,-0.04311,0.00958,9.95370,-0.63359,-0.39695,-0.37405
40131,131,0,0,0,131,0,0.00000,-0.03353,9.93215,-0.53435,-0.40458,-0.09924
40251,131,0,0,0,131,0,-0.05269,0.01437,9.98005,-0.67939,-0.33588,-0.06870
40372,131,0,0,0,131,0,-0.07185,0.05030,9.98484,-0.71756,-0.38168,-0.40458
40492,131,0,0,0,131,0,0.00958,0.03832,9.97047,-0.59542,-0.37405,-0.41221
40613,131,0,0,0,131,0,-0.08383,-0.04790,9.96328,-0.75573,-0.40458,-0.32824
40733,131,0,0,0,131,0,-0.05030,-0.03353,9.94891,-0.71756,-0.35878,-0.38931
40854,131,0,0,0,131,0,0.00958,0.06946,9.98244,-0.82443,-0.27481,-0.19847
40974,131,0,0,0,131,0,-0.05030,0.03832,9.91778,-0.60305,-0.30534,-0.14504
41095,131,0,0,0,131,0,-0.02395,0.04551,10.00400,-0.77863,-0.31298,-0.30534
41215,131,0,0,0,131,0,-0.01916,0.02156,9.97765,-0.70992,-0.48092,-0.26718
41336,131,0,0,0,131,0,-0.08862,0.07664,9.96568,-0.69466,-0.35115,-0.04580
41457,131,0,0,0,131,0,-0.07425,0.06946,9.94173,-0.80916,-0.29771,-0.45038
41577,131,0,0,0,131,0,-0.06467,0.03353,9.97526,-0.61069,-0.22137,-0.29008
41698,131,0,0,0,131,0,-0.05269,0.00719,9.96089,-0.64122,-0.39695,-0.29008
41818,131,0,0,0,131,0,-0.08383,0.10059,9.94891,-0.78626,-0.37405,-0.28244
41939,131,0,0,0,131,0,-0.06467,0.05748,10.00639,-0.64885,-0.35115,-0.28244
42059,131,0,0,0,131,0,-0.01437,0.02635,9.93454,-0.68702,-0.38931,-0.31298
42180,131,0,0,0,131,0,-0.08862,0.00479,9.96568,-0.66412,-0.31298,-0.41985
42300,131,0,0,0,131,0,-0.02635,0.01916,9.94891,-0.58779,-0.21374,-0.36641
42421,131,0,0,0,131,0,-0.03353,0.00240,9.96807,-0.65649,-0.34351,-0.46565
42541,131,0,0,0,131,0,-0.02156,0.04311,9.98484,-0.61832,-0.44275,-0.41221
42662,131,0,0,0,131,0,-0.09341,0.03114,9.97526,-0.78626,-0.46565,-0.40458
42783,131,0,0,0,131,0,-0.00958,0.01198,9.91299,-0.72519,-0.43511,-0.51145
42903,131,0,0,0,131,0,-0.03593,0.07664,9.98005,-0.67176,-0.38931,-0.24427
43024,131,0,0,0,131,0,-0.07664,-0.02156,9.96568,-0.72519,-0.39695,-0.45802
43144,131,0,0,0,131,0,-0.03353,0.00000,9.95610,-0.65649,-0.42748,-0.41221
43265,131,0,0,0,131,0,-0.05509,0.00000,9.93933,-0.66412,-0.36641,-0.41221
43385,131,0,0,0,131,0,-0.09101,0.04311,9.95370,-0.70229,-0.25954,-0.32061
43506,131,0,0,0,131,0,-0.04072,0.06706,9.93694,-0.66412,-0.39695,-0.51908
43626,131,0,0,0,131,0,0.00000,0.03114,9.94891,-0.73282,-0.44275,-0.31298
43747,131,0,0,0,131,0,-0.07664,-0.02395,9.98484,-0.80916,-0.43511,-0.32824
43867,131,0,0,0,131,0,-0.04790,0.04551,9.96807,-0.75573,-0.30534,-0.54962
43988,131,0,0,0,131,0,-0.03832,0.05988,9.94173,-0.78626,-0.33588,-0.36641
44108,131,0,0,0,131,0,-0.09580,0.00240,9.99921,-0.70229,-0.41221,-0.51908
44229,131,0,0,0,131,0,-0.03593,-0.05509,9.96568,-0.70992,-0.38931,-0.17557
44350,131,0,0,0,131,0,-0.06227,0.06706,9.92975,-0.67939,-0.21374,-0.20611
44470,131,0,0,0,131,0,-0.04311,0.13891,9.98005,-0.65649,-0.25954,-0.21374
44591,131,0,0,0,131,0,-0.04311,0.09580,9.96089,-0.63359,-0.37405,-0.23664
44711,131,0,0,0,131,0,-0.05269,-0.00479,9.95131,-0.62595,-0.39695,-0.26718
44832,131,0,0,0,131,0,-0.07904,0.04311,9.95610,-0.47328,-0.29008,-0.43511
44952,131,0,0,0,131,0,-0.02156,0.11975,9.96807,-0.69466,-0.22901,-0.51908
45073,131,0,0,0,131,0,-0.06467,0.04790,9.96807,-0.74809,-0.30534,-0.52672
45193,131,0,0,0,131,0,-0.03593,0.00000,9.94891,-0.59542,-0.60305,-0.40458
45314,131,0,0,0,131,0,-0.01437,0.07904,9.95849,-0.76336,-0.25191,-0.45038
45434,131,0,0,0,131,0,-0.05988,0.10538,9.95849,-0.63359,-0.31298,-0.39695
45555,131,0,0,0,131,0,-0.07904,0.07904,9.96568,-0.59542,-0.40458,-0.45802
45675,131,0,0,0,131,0,-0.04311,0.01677,9.94412,-0.68702,-0.24427,-0.48855
45796,131,0,0,0,131,0,-0.05269,0.01437,9.96089,-0.68702,-0.35878,-0.36641
45917,131,0,0,0,131,0,-0.05748,0.09341,9.98723,-0.80916,-0.25191,-0.42748
46037,131,0,0,0,131,0,-0.04551,0.09101,9.99442,-0.70992,-0.35878,-0.48092
46158,131,0,0,0,131,0,-0.02874,0.04072,9.96568,-0.67176,-0.33588,-0.41221
46278,131,0,0,0,131,0,-0.03832,0.04790,9.99921,-0.74809,-0.32824,-0.45802
46399,131,0,0,0,131,0,-0.09580,0.05988,9.92975,-0.61832,-0.27481,-0.44275
46519,131,0,0,0,131,0,-0.08143,0.08383,9.94891,-0.62595,-0.23664,-0.59542
46640,131,0,0,0,131,0,-0.02635,0.08383,9.94891,-0.68702,-0.38168,-0.39695
46760,131,0,0,0,131,0,-0.15089,0.06467,9.94412,-0.80916,-0.40458,-0.50382
46881,131,0,0,0,131,0,0.02156,0.11975,9.98005,-0.84733,-0.15267,-0.59542
47001,131,0,0,0,131,0,-0.09580,-0.03114,9.97526,-0.73282,-0.22137,-0.25191
47122,131,0,0,0,131,0,-0.08383,-0.11017,9.96089,-0.67176,-0.45802,-0.77099
47243,131,0,0,0,131,0,-0.09101,-0.05748,9.99202,-0.61069,-0.41221,-0.58779
47363,131,0,0,0,131,0,-0.03353,0.03353,9.92017,-0.75573,-0.36641,-0.68702
47484,131,0,0,0,131,0,-0.09580,0.00719,9.95131,-0.67939,-0.35878,-0.49618
47604,131,0,0,0,131,0,-0.03114,0.04311,9.95610,-0.73282,-0.49618,-0.51908
47725,131,0,0,0,131,0,0.06706,0.12215,9.94891,-0.69466,-0.35878,-0.09924
47845,131,0,0,0,131,0,-0.10778,0.09580,9.95131,-0.56489,-0.23664,0.02290
47966,131,0,0,0,131,0,-0.04551,0.07185,9.94652,-0.73282,-0.32824,-0.13740
48086,131,0,0,0,131,0,-0.05269,0.01677,9.95370,-0.70992,-0.54198,0.03053
48207,131,0,0,0,131,0,0.01677,0.04072,9.97047,-0.66412,-0.25191,-0.19847
48327,131,0,0,0,131,0,-0.08143,0.08622,9.96089,-0.52672,-0.36641,0.00763
48448,131,0,0,0,131,0,-0.11017,0.02874,9.95370,-0.60305,-0.44275,-0.62595
48568,131,0,0,0,131,0,0.07664,0.01437,9.97526,-0.74046,-0.27481,-0.19847
48689,131,0,0,0,131,0,-0.11017,-0.03593,9.95370,-0.70229,-0.35878,-0.44275
48810,131,0,0,0,131,0,-0.03593,0.08862,9.95131,-0.70992,-0.23664,-0.57252
48930,131,0,0,0,131,0,-0.01677,0.05030,9.95370,-0.73282,-0.45038,-0.39695
49051,131,0,0,0,131,0,-0.04311,-0.04311,9.95131,-0.71756,-0.34351,-0.31298
49171,131,0,0,0,131,0,-0.08143,-0.04072,9.98723,-0.64885,-0.51908,-0.19084
49292,131,0,0,0,131,0,-0.05269,0.00958,9.94173,-0.68702,-0.39695,-0.42748
49412,131,0,0,0,131,0,-0.03114,0.08862,9.95610,-0.68702,-0.35115,-0.21374
49533,131,0,0,0,131,0,-0.10059,-0.03114,9.96328,-0.59542,-0.51145,-0.38168
49653,131,0,0,0,131,0,-0.06227,-0.07664,9.97765,-0.59542,-0.40458,-0.64122
49774,131,0,0,0,131,0,-0.09101,-0.05509,9.97047,-0.64122,-0.32061,-0.74046
49894,131,0,0,0,131,0,-0.09580,0.13412,9.93694,-0.76336,-0.25954,-0.52672
50015,131,0,0,0,131,0,0.06706,0.17005,9.94173,-0.70992,-0.29771,-0.22901
50135,131,0,0,0,131,0,-0.02874,-0.01198,9.95131,-0.58779,-0.54962,0.10687
50256,131,0,0,0,131,0,-0.08862,-0.08862,9.96568,-0.70992,-0.30534,-0.40458
50377,131,0,0,0,131,0,0.06227,0.10778,9.93933,-0.69466,-0.42748,-0.40458
50497,131,0,0,0,131,0,-0.06227,0.10538,9.97047,-0.80916,-0.06870,-0.30534
50618,131,0,0,0,131,0,-0.25148,-0.10299,10.08064,-0.64122,0.07634,-1.19084
50738,131,0,0,0,131,0,0.16286,0.04551,9.97526,-0.77863,-0.03817,-0.29008
50859,131,0,0,0,131,0,-0.01916,-0.00719,9.97765,-0.62595,-0.36641,0.72519
50979,131,0,0,0,131,0,-0.24669,0.05509,9.97765,-0.75573,-0.37405,-0.21374
51100,131,0,0,0,131,0,0.11975,0.01916,9.94891,-0.78626,-0.36641,0.03817
51220,131,0,0,0,131,0,-0.08143,-0.03353,9.97765,-0.62595,-0.37405,0.13740
51341,131,0,0,0,131,0,-0.12694,0.03593,9.95131,-0.70992,-0.41221,-0.83969
51461,131,0,0,0,131,0,0.10299,0.11496,9.94652,-0.73282,-0.38931,-0.59542
51582,131,0,0,0,131,0,-0.16286,-0.05748,9.97765,-0.70992,-0.40458,-0.19847
51702,131,0,0,0,131,0,-0.06706,-0.01198,9.94652,-0.78626,-0.23664,-0.64122
51823,131,0,0,0,131,0,0.07904,0.11257,9.95610,-0.75573,-0.32824,0.03053
51944,131,0,0,0,131,0,-0.18681,0.07904,9.98484,-0.67176,-0.58779,-0.10687
52064,131,0,0,0,131,0,-0.05988,0.01916,9.94891,-0.77099,-0.29771,-0.63359
52185,131,0,0,0,131,0,0.03832,0.01437,9.98963,-0.77099,-0.40458,-0.29008
52305,131,0,0,0,131,0,-0.15089,0.05748,9.96807,-0.59542,-0.39695,-0.26718
52426,131,0,0,0,131,0,-0.07185,0.08383,9.95610,-0.76336,-0.39695,-0.62595
52546,131,0,0,0,131,0,0.05509,0.01916,9.99442,-0.73282,-0.41221,-0.16794
52667,131,0,0,0,131,0,-0.11975,-0.02635,9.95849,-0.58779,-0.35878,0.01527
52787,131,0,0,0,131,0,-0.06227,0.04311,9.97526,-0.61832,-0.34351,-0.47328
52908,131,0,0,0,131,0,-0.01437,0.06706,9.96568,-0.66412,-0.34351,-0.20611
53028,131,0,0,0,131,0,-0.11017,-0.01916,9.95131,-0.68702,-0.32061,-0.35878
53149,131,0,0,0,131,0,-0.05509,-0.00958,9.95131,-0.82443,-0.39695,-0.37405
53270,131,0,0,0,131,0,0.00719,0.01916,9.93933,-0.68702,-0.32061,-0.26718
53390,131,0,0,0,131,0,-0.09580,0.09580,9.99202,-0.54198,-0.37405,-0.35878
53511,131,0,0,0,131,0,-0.09341,0.03114,9.96089,-0.64885,-0.38168,-0.20611
53631,131,0,0,0,131,0,-0.01198,-0.02395,9.96089,-0.51908,-0.49618,-0.38931
53752,131,0,0,0,131,0,-0.05748,0.03114,9.94173,-0.64122,-0.22137,-0.22137
53872,131,0,0,0,131,0,-0.09820,0.09101,9.98005,-0.69466,-0.42748,-0.54962
53993,131,0,0,0,131,0,-0.06227,0.03114,9.94652,-0.65649,-0.39695,-0.29771
54113,131,0,0,0,131,0,-0.03832,-0.03593,9.96568,-0.82443,-0.35115,-0.16031
54234,131,0,0,0,131,0,-0.05509,0.02156,9.96089,-0.57252,-0.38168,-0.22137
54354,131,0,0,0,131,0,-0.03832,0.05748,9.95131,-0.73282,-0.22901,-0.29771
54475,131,0,0,0,131,0,-0.05988,0.05988,9.95610,-0.74809,-0.26718,-0.12214
54595,131,0,0,0,131,0,-0.09820,0.01916,9.96328,-0.66412,-0.22901,-0.44275
54716,131,0,0,0,131,0,-0.01916,0.01677,9.99202,-0.71756,-0.52672,-0.45038
54837,131,0,0,0,131,0,-0.07904,0.03832,9.96328,-0.67176,-0.30534,-0.38168
54957,131,0,0,0,131,0,-0.07664,0.05748,9.95370,-0.70229,-0.32824,-0.19084
55078,131,0,0,3,131,0,-0.00479,0.02156,9.98005,-0.68702,-0.35878,-0.25191
55198,131,0,0,3,131,0,-0.07664,0.05030,9.94891,-0.69466,-0.43511,-0.29008
55319,131,0,0,3,131,0,-0.07664,0.05988,9.95849,-0.83206,-0.45802,-0.51908
55439,131,0,0,3,131,0,0.00719,0.08143,9.95849,-0.65649,-0.27481,-0.19084
55560,131,0,0,3,131,0,-0.10059,0.01677,9.98244,-0.73282,-0.40458,-0.12977
55680,131,0,0,3,131,0,-0.03114,-0.02156,9.95131,-0.66412,-0.34351,-0.32824
55801,131,0,0,3,131,0,-0.04072,0.04311,9.97047,-0.76336,-0.38168,-0.24427
55921,131,0,0,3,131,0,-0.04311,0.05509,9.97286,-0.67939,-0.23664,-0.51908
56042,131,0,0,3,131,0,-0.08862,0.00479,9.99921,-0.74046,-0.47328,-0.16794
56162,131,0,0,3,131,0,-0.04311,-0.06946,9.96328,-0.57252,-0.38168,-0.15267
56283,131,0,0,3,131,0,-0.09101,0.05269,9.95610,-0.80153,-0.61832,-0.35115
56404,131,0,0,3,131,0,-0.04790,0.07904,9.99442,-0.74809,-0.37405,-0.51908
56524,131,0,0,3,131,0,-0.03593,0.07425,9.95849,-0.70992,-0.49618,-0.39695
